建案編號,建案名稱,縣市	行政區,Unnamed: 3,地址,總戶數,樓層,產品類型,使用分區/用途,門牌號,格局,其他用途名稱,成交時間,基地面積,建蔽率,容積率,車位配比,停車規劃,充電樁,管理費,結構工程,土地分區,標籤,朝向規劃,建案介紹,公共設施,備註,交通,周邊環境
35337,映象花園,,,新北市林口區公園路131巷6號,61,地上11層,,住宅大樓,,"一房(19.82坪),二房(22.23坪),三房(33.17~42.63坪),四房(33.17~45.79坪)",住家用,,0,,26.2%,,,,2040元/戶/月,RC造,住宅區,,朝西北、朝東北、朝西南、朝東南,,,,,
26299,彼得堡伯爵區,,,新北市林口區仁愛路一段285巷88號,12,"地上3層,地下1層",,透天,,"三房(120.87~120.99坪),四房(120.86~120.99坪)",見其他登記事項,,"2,173坪",39.99%,23.29%,,,,無管理費,RC造、其他,住宅區,,朝北、朝西北,,,,,
29003,雙橡園二期,,,新北市林口區忠孝路552巷17號,17,地上3層,,透天,,"三房(91.45~95.88坪),四房(95.87坪),五房(94.54坪)",見其他登記事項,,697坪,39.16%,,,,,無管理費,RC造、其他,住宅區,,,,,,,
29064,大智苑,,,新北市林口區文化北路一段36號,3,地上4層,,其他,,,見其他登記事項,,0,,,,,,無管理費,RC造、其他,住宅區,,,,,,,
35046,文林四街50號華廈,,,新北市林口區文林四街50號,5,"地上5層,地下1層",,華廈,,"三房(49.39坪),四房(58.32坪)",見其他登記事項,,0,34.75%,,,,,無管理費,RC造,第二種住宅區,,,,,,,
35080,明光大樓,,,新北市林口區文化一路二段159號,5,地上7層,,其他,,,見其他登記事項,,0,43.03%,,,,,無管理費,RC造、SRC造,住宅區,,,,,,,
5874534,美麗夢想家,,,新北市林口區南勢一街,2,地上5層,預售屋,別墅,,,住家用,,75坪,150%,,,,,無管理費,RC造,住宅區,,朝西南,全套 (選配)廚具、HCG、TOTO衛浴、拋光石英磚,['無公設'],,桃園機場捷運,
5900925,林口路187巷華廈,,,新北市林口區林口路187巷31弄27號,10,地上6層,,,,,其他,,231坪,,,,,,無管理費,RC造、其他,第二種住宅區,,,,,,,
6005526,御林墅,,,新北市林口區東林街129號,,"地上5層,地下1層",,別墅,,,其他,,778坪,32.71%,,,,,無管理費,RC造,住宅區,,,,,,,
11460,玖都新宿,,,新北市林口區文林六街32號,14,地上7層,,華廈,,三房(53.65~73.35坪),見其他登記事項,,0,49.08%,26.19%,,,,無管理費,RC造,住宅區,,朝東北,,,,,
26014,如意貴築大廈,,,新北市林口區文化三路一段249巷20號,18,地上9層,,華廈,,"一房(28.1坪),二房(28.1~33.48坪),四房(47.41~55.7坪)",住家用,,0,42.76%,,,,,1671元/戶/月,RC造,住宅區,,朝西南,,,,,
26215,赫世堡尊爵區三期,,,新北市林口區東湖路75巷50號,7,地上3層,,其他,,五房(101.73坪),住家用,,0,,,,,,無管理費,RC造、其他,住宅區,,朝西南,,,,,
26400,文蔚輕井澤,,,新北市林口區林口路85號,39,"地上10層,地下2層",,華廈,,"二房(54.49~55.08坪),三房(45.25~67.69坪),四房(45.25~58.46坪)",見其他登記事項,,698坪,23.85%,30.00%,,,,無管理費,RC造,第二種住宅區,,朝西北、朝西南、朝東南,,,,,
26032,法國小鎮香草居區,,,新北市林口區仁愛路二段71號,20,地上7層,,華廈,,"三房(46~56.44坪),四房(37.81~63.49坪)",住家用,,524坪,33.69%,21~23%,,,,無管理費,RC造,住宅區,,朝西,,['無公設'],,,
26039,筑園,,,新北市林口區中正路555號,21,地上7層,,華廈,,"三房(42.15坪),四房(100.32坪)",住家用,,0,36.72%,,,,,無管理費,RC造,住宅區,,朝西北,,,,,
26047,圓鼎一期,,,新北市林口區四維路245巷39號,10,地上4層,,其他,,,見其他登記事項,,0,,,,,,無管理費,RC造、其他,住宅區,,,,,,,
26071,美墅記,,,新北市林口區麗園二街23巷19號,8,地上3層,,透天,,四房(92.28坪),住家用,,0,,,,,,無管理費,RC造、其他,住宅區,,,,,,,
26137,和風御石,,,新北市林口區台北縣林口鄉興林一街96巷33號,8,地上3層,,透天,,四房(122.65坪),住家用,,478坪,39.97%,,,,,無管理費,RC造、其他,住宅區,,,,,,,
26141,薇閣藏綠,,,新北市林口區興林一街92號,12,地上3層,,透天,,"三房(94.86坪),四房(96.63坪)",見其他登記事項,,650坪,39.15%,,,,,無管理費,RC造、其他,住宅區,,,,,,,
26087,呈冠微風六期,,,新北市林口區佳林路156號,39,地上7層,,華廈,,"三房(48.83~55.79坪),五房(53.14坪)",住家用,,0,43.75%,,,,,無管理費,RC造,住宅區,,,,,,,
29039,雙橡園十期,,,新北市林口區文化北路一段208號,8,地上4層,,透天,,四房(184.75坪),見其他登記事項,,527坪,49.48%,,,,,無管理費,RC造、其他,住宅區,,,,,,,
29072,薇閣咏山水二期A區,,,新北市林口區興林路438號,9,地上3層,,透天,,四房(104.7~109.99坪),見其他登記事項,,557坪,38.94%,1.99%,,,,無管理費,RC造、其他,住宅區,,朝西,,,,,
29014,愛登堡A區,,,新北市林口區台北縣林口鄉仁愛路一段139巷21號,8,地上3層,,透天,,五房(83.9坪),住家用,,397坪,39.98%,,,,,無管理費,RC造、其他,住宅區,,朝西,,,,,
34317,人文首馥,,,新北市林口區東湖路120號,3,"地上4層,地下1層",,別墅,,四房(113.63坪),住家用,,166坪,39.06%,,,,,無管理費,RC造,住宅區,,朝南、朝東,"外觀採正面石材搭配都鐸石體現歐式建築風格!
大露臺規劃搭斜屋頂設計讓雙水塔美觀不外露!
家用電梯為知名品牌崇友實業6人座品質保固佳!
一樓地坪100*100高級奈米拋光石英磚彰顯大器!
全臥室地坪鋪德國進口超耐磨實木地板舒適溫馨!
二進式規劃搭雙玄關子母鑄鋁鍛造鋼木門安全又美觀!
全棟氣密落地門窗為國內知名品牌金美滿搭8mm玻璃!
衛浴設備採義大利進口品牌搭配大理石檯面實木底座!",['無公設'],,機場捷運A8及A9站,
35119,台北藝術家二期,,,新北市林口區竹林路17號,10,地上8層,,華廈,,"三房(34.75~34.76坪),四房(39.67坪)",住家用,,0,,20.98%,,,,2138元/戶/月,RC造,第二種住宅區,,朝西北,,,,,
5904837,安廬˙園景,,,新北市林口區南勢二街,41,"地上9層,地下2層",,其他,,,見其他登記事項,,800坪,,28%,,,,無管理費,,,,,,"['接待大廳', '中庭花園', '空中花園', '交誼廳']",,"台108線
中山高速公路
西濱快速道路
台66線
103年機場捷運線即將完工。
(由林口第二交流道至本案只需三分鐘車程)",
3671944,京懋軒,,,新北市林口區新北市林口區,74,,,住宅大樓,,二房(49.58坪),住家用,,538坪,,,,,,無管理費,,,,,,,,,
6016151,瑞德豐錦,,,新北市林口區竹林路309巷,6,地上4層,預售屋,透天,,,住家用,,209坪,39.32%,,,,,無管理費,RC造,住宅區,,朝東北,RC鋼筋混凝土,['無公設'],,暫無,
11465,藏御二期,,,新北市林口區忠孝路569巷10號,4,地上3層,,透天,,四房(100.87坪),見其他登記事項,,231坪,39.99%,,,,,無管理費,RC造、其他,住宅區,,朝東南,,,,,
11501,璞石,,,新北市林口區麗園二街38巷30號,6,地上3層,,透天,,四房(116.9~129.6坪),見其他登記事項,,342坪,39.61%,,,,,1000元/戶/月,RC造、其他,住宅區,,朝北,,,,,
11507,珍悅,,,新北市林口區文林六街15號,16,"地上8層,地下2層",,華廈,,三房(66.03~88.65坪),住商用,,294坪,37.33%,28.17%,1:2.06,,,無管理費,RC造,第二種住宅區,,朝東北,,,,,
11514,米朗琪,,,新北市林口區文化二路一段230巷22弄10號,11,"地上6層,地下2層",,華廈,,"二房(32.04~38.45坪),三房(32.04坪)",見其他登記事項,,76坪,59.22%,33.84%,,,,無管理費,RC造,第五種住宅區,,朝東南,,,,,
35188,仁愛禮讚,,,新北市林口區仁愛路二段142號,8,地上7層,,其他,,,見其他登記事項,,0,44.16%,,,,,無管理費,RC造,住宅區,,,,,,,
28977,仁愛雅筑大廈,,,新北市林口區仁愛路二段119號,4,地上3層,,其他,,,見其他登記事項,,0,,,,,,無管理費,RC造、其他,住宅區,,,,,,,
28993,芙蓉清泉B區,,,新北市林口區東湖路93巷87號,9,地上3層,,其他,,,見其他登記事項,,0,,,,,,無管理費,RC造、其他,住宅區,,朝北,,,,,
26145,忠孝麗園,,,新北市林口區忠孝路569巷16號,3,地上3層,,透天,,四房(96.39坪),見其他登記事項,,171坪,39.90%,,,,,無管理費,RC造、其他,住宅區,,,,,,,
26146,文林御墅,,,新北市林口區文林五街28巷37號,2,地上5層,,其他,,,住家用,,0,,,,,,無管理費,RC造、其他,住宅區,,,,,,,
26161,麗林天廈,,,新北市林口區文化北路二段550巷29弄11號,12,地上7層,,華廈,,"三房(52.64坪),四房(47.26坪),五房(36.6坪)",見其他登記事項,,0,37.00%,,,,,無管理費,RC造,住宅區,,,,,,,
26172,重久馥邦,,,新北市林口區新生街28號,27,地上7層,,華廈,,三房(35.89~44.88坪),住家用,,0,62.33%,28.43%,,,,無管理費,RC造,商業區,,朝東南、朝西北、朝東北,,,,,
26089,星月特區,,,新北市林口區中北三街137號,5,地上4層,,其他,,,見其他登記事項,,0,,,,,,無管理費,RC造、其他,住宅區,,朝西,,,,,
26061,都鐸玫瑰二期,,,新北市林口區東湖一街103號,13,地上3層,,透天,,五房(120.29坪),見其他登記事項,,797坪,38.37%,,,,,無管理費,RC造、其他,住宅區,,朝西南,,,,,
26067,和楓清境,,,新北市林口區文化北路二段550巷30弄30號,12,地上4層,,透天,,五房(87.18坪),見其他登記事項,,433坪,46.73%,,,,,無管理費,RC造、其他,住宅區,,,,,,,
25999,展翊,,,新北市林口區忠孝路569巷53號,4,地上3層,,其他,,,見其他登記事項,,0,,,,,,無管理費,RC造、其他,住宅區,,,,,,,
5904912,天美,,,新北市林口區文化一路一段,33,"地上14層,地下2層",,住宅大樓,,,住家用,,566坪,,33%,1:2.15,,,無管理費,RC造,,,,,['接待大廳'],,本案基地位置位於文化一路及信義路角地，40米路寬、六線道規劃為區域內主幹道之冠，道路兩側及安全島皆為大型路樹，有別於文化二、三路，因此文化一路為林口之示範道路當之無愧。就文化一路而言，車流量也相對少，往返高速公路的時間也相對縮短，因為屬於早期開發加上公家機關用地多，因此可開發之土地屈指可數，更別說是像天美基地條件般，位於前段且正鄰文化一路及信義路雙主幹道之方正角地，已經可以說絕版了。,
5904929,家悅,,,新北市林口區南勢街250巷,16,"地上7層,地下1層",,住宅大樓,,,住家用,,215坪,,26%,1:0.88,,,無管理費,RC造,,,,,['接待大廳'],,"距捷運站約5-10鐘車程
社區附近有客運砧牌
緊臨主要道路：南勢街、文化北路、忠孝路
緊臨中山高",
5904940,朗翠山莊─朗翠區,,,新北市林口區東明二街80號,15,"地上3層,地下1層",新成屋,別墅,,,住家用,,649坪,,,1:0.13,,,無管理費,,,,,,"['中庭花園', 'SPA']",,"1.	高速國道：從朗翠山莊出發，5分鐘轉進國道一號，永遠的人生勝利組。
2.	機場捷運：桃園機場捷運A9站，出國往機場10分鐘，往台北30分鐘。
3.	林口國門生活圈：林口行政園區、中商36商圈、長庚醫療園區、商業與生活，購物與娛樂，健康與醫療，一應具全。最適合生活的城市區域。",
11462,彼得堡,,,新北市林口區仁愛路一段285巷32號,20,地上3層,,透天,,四房(58.99~117.98坪),見其他登記事項,,"1,035坪",39.99%,24.63%,,,,1000元/戶/月,RC造、其他,住宅區,,朝南、朝西北、朝北,,,,,
26134,富賞,,,新北市林口區中正路11號,20,地上7層,,華廈,,"二房(22.76~30.38坪),三房(63.38坪),四房(63.38~92.09坪),五房(47.27~81.93坪)",住家用,,0,30.15%,37.5%,,,,2060元/戶/月,RC造,住宅區,,朝西南、朝西北、朝西,,,,,
11502,代代木,,,新北市林口區東林街39號,9,地上3層,,透天,,"四房(79.05~87.66坪),五房(79.05坪)",見其他登記事項,,295坪,39.35%,26.04%,,,,無管理費,RC造、其他,住宅區,,朝東南,,,,,
11434,家悅,,,新北市林口區南勢街252號,13,地上7層,,華廈,,三房(46.59~46.67坪),見其他登記事項,,0,49.80%,,,,,無管理費,RC造,住宅區,,朝東北,,,,,
11446,新林天悅,,,新北市林口區東湖路153巷155號,2,地上3層,,透天,,,見其他登記事項,,123坪,39.13%,,,,,無管理費,RC造、其他,住宅區,,,,,,,
26002,元寶,,,新北市林口區文化三路二段41巷107號,2,地上1層,,其他,,,見其他登記事項,,0,,,,,,無管理費,RC造、其他,住宅區,,,,,,,
26009,蘇銘立,,,新北市林口區仁愛路一段633號,2,地上1層,,其他,,,住家用,,0,,,,,,無管理費,其他,住宅區,,,,,,,
26044,觀山,,,新北市林口區福林路113號,14,地上7層,,華廈,,三房(35.17~47.18坪),住家用,,0,28.83%,20.72%,,,,無管理費,RC造,住宅區,,朝西南,,,,,
26052,美琦華廈,,,新北市林口區文化一路二段181號,16,地上4層,,其他,,,住家用,,0,,,,,,無管理費,RC造、其他,住宅區,,,,,,,
26182,福林滿築,,,新北市林口區福林路52巷30號,10,地上5層,,華廈,,"三房(49.24坪),四房(0.05~48.74坪)",住家用,,212坪,38.68%,,,,,無管理費,RC造、其他,住宅區,,,,,,,
26091,日光特區,,,新北市林口區中北三街298號,5,地上4層,,透天,,,見其他登記事項,,130坪,40.66%,,,,,無管理費,RC造、其他,住宅區,,朝西北,,,,,
26116,御品苑二區,,,新北市林口區南勢二街162號,4,地上4層,,透天,,"四房(61.14坪),五房(79.81坪)",見其他登記事項,,134坪,43.83%,,,,,無管理費,RC造、其他,住宅區,,,,,,,
29046,雙橡園九期,,,新北市林口區文化北路一段279號,6,地上4層,,透天,,五房(162.22坪),見其他登記事項,,0,,25.78%,,,,無管理費,RC造、其他,住宅區,,朝東北,,,,,
29048,遠雄悅來I,,,新北市林口區仁愛路二段283號,3,地上7層,,其他,,,住家用,,0,,,,,,無管理費,RC造、其他,商業區,,,,,,,
29010,愛登堡B區,,,新北市林口區東明一街15巷18號,6,地上3層,,透天,,五房(85.29坪),住家用,,340坪,39.99%,,,,,無管理費,RC造、其他,住宅區,,,,,,,
29027,雙橡園三期,,,新北市林口區忠孝路480號,32,地上4層,,透天,,"一房(79.8坪),三房(87.09坪),四房(72.53~82.89坪),五房(79.8~107.88坪)",見其他登記事項,,986坪,49.18%,,,,,無管理費,RC造、其他,住宅區,,朝西南,,,,,
5925962,天之驕子-綠璽區,,,新北市林口區文化北路一段229巷,16,"地上8層,地下1層",,住宅大樓,,,住家用,,246坪,,27%,,,,無管理費,RC造,,,,,,,,
5874127,誠實林口康橋苑,,,新北市林口區東湖路,3,地上4層,預售屋,別墅,,,住家用,,110坪,40%,,1:0.33,,,無管理費,SC造,住宅區,,朝東北,"近康橋雙語明星學校
1.使用耐震 SN 490 B的方型鋼構材為柱、H 型鋼構材為樑。
2.誠實目前所採用工法乃是日本已使用 40 幾年的重鋼構工法。
3.管線可高比例明管化。
4.屋頂板結構體完成後 48 hrs 試水。防水層 96 hrs 試水。
5.双層外牆工法(使用日本 Panasonic Kmew 外壁材)，外牆以乾式外牆工法掛件的方式施工，不只防水隔熱、重量輕不會因地震而龜裂。",['無公設'],,機場線,
11437,玉旗商舍,,,新北市林口區中華路263號,2,地上3層,,其他,,,見其他登記事項,,0,,,,,,無管理費,其他,住宅區,,,,,,,
11439,仰哲園,,,新北市林口區東湖路117巷12號,9,地上3層,,透天,,"四房(97.81坪),五房(98.31坪)",見其他登記事項,,407坪,37.51%,,,,,無管理費,RC造、其他,住宅區,,,,,,,
11448,承冠禮讚,,,新北市林口區文化三路一段394巷37號,26,地上14層,,住宅大樓,,"三房(88.98~107.2坪),四房(88.98坪)",見其他登記事項,,258坪,64.44%,29~29.7%,,,,無管理費,RC造,商業區,,朝西北,,"['交誼廳', '接待大廳', '會議室', '健身房', '信箱區']",,,
26017,闊然居二期,,,新北市林口區南勢街149號,22,地上7層,,華廈,,"三房(58.54~60.13坪),四房(53.31~53.64坪)",住家用,,0,42.79%,18.04%,,,,無管理費,RC造,住宅區,,朝東南、朝西南,,,,,
26384,穎者,,,新北市林口區麗園二街60巷,14,"地上3層,地下1層",,別墅,,"四房(87.69~109.52坪),五房(87.69~109.4坪)",住家用,,780坪,39.99%,,1:0.14,,,無管理費,RC造,住宅區,,,,,,,
26389,官樹,,,新北市林口區東湖路117巷26號,11,"地上3層,地下2層",,透天,,"四房(101.3~122.1坪),五房(135.33坪)",住家用,,549坪,37.98%,,1:2.09,,,無管理費,RC造、其他,住宅區,,,,,,,
26102,宏澲華廈,,,新北市林口區麗園二街61巷6號,20,地上3層,,透天,,"三房(99.29坪),四房(93.62坪)",住家用,,960坪,39.94%,,,,,無管理費,SRC造、其他,住宅區,,,,,,,
28992,海德新都,,,新北市林口區四維路114號,34,地上12層,,住宅大樓,,"一房(36.62坪),二房(27.86~38.67坪),三房(35.73~44.49坪)",住家用,,0,31.95%,26~26.8%,,,,無管理費,RC造,住宅區,,朝西南,,"['接待大廳', '信箱區', '曬被區']",,,
28998,林口博觀,,,新北市林口區麗園二街38巷61號,5,地上3層,,透天,,"四房(91.07坪),五房(91.07坪)",見其他登記事項,,311坪,35.07%,,,,,無管理費,RC造、其他,住宅區,,,,,,,
29006,法國小鎮香堤E區,,,新北市林口區育林街11巷2號,26,地上7層,,住宅大樓,,"三房(56.14坪),四房(42.63~101.05坪),五房(86.75坪)",住家用,,831坪,45.00%,,,,,51874元/戶/月,RC造、其他,住宅區,,朝西,,,,,
29021,愛登堡D區,,,新北市林口區東明一街55巷10號,4,地上3層,,透天,,,住家用,,0,,,,,,無管理費,RC造、其他,住宅區,,,,,,,
28950,大京都,,,新北市林口區忠孝路646巷2號,8,地上3層,,透天,,四房(77.32坪),見其他登記事項,,0,,,,,,無管理費,RC造、其他,住宅區,,,,,,,
35138,八運及第,,,新北市林口區吉林街3號,7,地上7層,,華廈,,二房(38.95~42.41坪),見其他登記事項,,0,43.26%,,,,,無管理費,RC造,住宅區,,,,,,,
