建案編號,建案名稱,縣市	行政區,Unnamed: 3,地址,總戶數,樓層,產品類型,使用分區/用途,門牌號,格局,其他用途名稱,成交時間,基地面積,建蔽率,容積率,車位配比,停車規劃,充電樁,管理費,結構工程,土地分區,標籤,朝向規劃,建案介紹,公共設施,備註,交通,周邊環境
100546,佳順家順,,,新北市林口區文化二路二段178巷17號,63,"地上11層,地下2層",,住宅大樓,,"二房(28.47~31.61坪),三房(36.68坪)",住家用,,588坪,30.35%,32%,1:1.02,,,60元/坪/月,,第二種住宅區,,朝北、朝南、朝西、朝東、朝西北、朝西南、朝東北、朝東南、以上皆有,RC鋼筋混凝土,"['接待大廳', '中庭花園', '空中花園', '交誼廳', '健身房', '親子遊戲區', '信箱區']",,捷運A9林口站,
26053,遠雄未來城二期,,,新北市林口區文化三路一段358號,,地上19層,,住宅大樓,,"一房(23.43~39.45坪),二房(23.04~61.69坪),三房(21.16~65.02坪),四房(51.18~72.22坪)",住家用,,"3,022坪",48.27%,27~30%,,,,65元/戶/月,RC造,商業區,,朝西北、朝西南、朝東北、朝東南,,"['接待大廳', '中庭花園', '交誼廳', '會議室', '閱覽室', '視聽室', '游泳池', '健身房', '桌球室', '親子遊戲區', 'SPA', 'KTV', '俱樂部', '瑜伽教室', '廚藝教室', '信箱區', '曬被區', '兒童遊戲區']",,,
5888974,立軒天翠,,,新北市林口區仁愛二路、民族路口,77,"地上15層,地下4層",,住宅大樓,,"二房(22、25坪),三房(35坪),店面(26~38坪)",住家用,,432坪,42.83%,34.8%,1:1.08,,,70元/坪/月,RC造,第五種住宅區,,朝西南、朝東南,TOTO衛浴、漢斯廚具搭配櫻花三機,"['接待大廳', '交誼廳', 'KTV', '信箱區', '第二門廳']",,A9林口站,
26394,玄泰NEW STAR,,,新北市林口區文化一路二段、四維路口,97,"地上13層,地下2層",,住宅大樓,,"一房(36.67~59.57坪),二房(27.81~53.2坪),三房(38.4~51.23坪)",住商用,,993坪,35%,32.5%,1:1.07,,,90元/坪/月,,第二種住宅區,,朝西南、朝東南,,"['中庭花園', '空中花園', '閱覽室', '健身房', '瑜伽教室']",,,
35203,空間樂園,,,新北市林口區文化二路一段354號,,地上11層,,住宅大樓,,"一房(9.09~27.16坪),二房(11.23~27.73坪),三房(19.88~34.82坪),四房(19.88~40.08坪),五房(33.49~44坪)",住家用,,"1,015坪",,22~23%,,,,49.97元/戶/月,RC造,住宅區,,朝南、朝西北、朝西南、朝東北、朝東南,,"['接待大廳', '中庭花園', '閱覽室', '信箱區', '兒童遊戲區']",,,
26412,亞昕昕世代,,,新北市林口區信義路368號,156,"地上14層,地下3層",,住宅大樓,,店面(33.83~39.69坪),住商用,,474坪,51.15%,33.5~33.6%,1:0.53,,,80元/坪/月,RC造,第五種住宅區,,朝西南、朝東北,玄關大門防火鑄鋁門.義大利CISA防盜門鎖.車道地坪EPOXY.,"['接待大廳', '交誼廳', '閱覽室', '信箱區', '曬被區', 'Lounge Bar']",,機場捷運A9林口,
11488,新北郡,,,新北市林口區中山路496號,485,地上19層,,住宅大樓,,"一房(36.28~36.71坪),二房(34.52~75.75坪),三房(41.2~82.92坪),四房(36.71~90.8坪),五房(59.57~103.82坪)",見其他登記事項,,0,56.21%,29~30%,,,,50元/戶/月,RC造,商業區,,朝西南、朝東北、朝西北、朝東南、朝東,,"['接待大廳', '中庭花園', '交誼廳', '閱覽室', '視聽室', '游泳池', '健身房', 'SPA', 'KTV', '信箱區', 'Lounge Bar']",,,
34149,連翔不染塵,,,新北市林口區文化三路二段211巷76號1樓,31,"地上14層,地下2層",,住宅大樓,,三房(28.77~49.15坪),住家用,,212坪,48.09%,32.8%,1:0.84,,,60元/坪/月,RC造,第五種住宅區,,朝西北、朝西南,"TOTO衛浴設備二套
暖風機二套
櫻花廚具/石英石檯面
80*80/60*60拋光石英磚
電子鎖+四段鎖門禁
力霸氣密窗
","['接待大廳', '信箱區', '曬被區']",,林口機場捷運,
101515,長耀PARK,,,新北市林口區忠孝路99~121號,339,"地上29層,地下4層",,住宅大樓,,"二房(25~26坪),三房(41~48坪),2+1房(37~38坪),3+1房(52~53坪)",住商用,,"1,626坪",36.94%,33~34%,1:1,,,75元/坪/月,RC造,第五種住宅區,,朝西南、朝東北,"廚房：烘碗機、隱藏式抽油煙機、雙口玻璃瓦斯爐、不銹鋼製洗滌槽、單槍冷熱混合龍頭 
衛浴：主浴採用HCG馬桶+免治馬桶蓋、次浴採用HCG馬桶、主浴採用Panasonic暖房乾燥換氣機 
地磚：拋光磚、板岩磚","['接待大廳', '中庭花園', '空中花園', '交誼廳', '游泳池', '健身房', '親子遊戲區', 'SPA', '信箱區', '曬被區', '室內籃球場', '圖書館', '兒童戲水區', '撞球區', '野營區']",,機場捷運A9林口站,
11472,巴黎捷悅,,,新北市林口區文化三路一段617巷163號,,地上15層,,住宅大樓,,"一房(22.35坪),二房(22.35~41.48坪),三房(26.36~48.26坪),四房(35.65~53.14坪)",見其他登記事項,,0,39.05%,32~32.1%,,,,50元/戶/月,RC造,住宅區,,朝南、朝東、朝西北、朝西南、朝東北、朝東南,,"['接待大廳', '交誼廳', '會議室', '閱覽室', '健身房']",,,
26138,童話世紀,,,新北市林口區中山路516號,,地上15層,,住宅大樓,,"一房(18.41~39.78坪),二房(20.92~45.97坪),三房(18.79~60.74坪),四房(41.17~54.23坪)",住家用,,0,55.70%,27~29%,,,,50元/戶/月,RC造,商業區,,朝北、朝南、朝東、朝西北、朝西南、朝東北、朝東南,,"['接待大廳', '中庭花園', '空中花園', '交誼廳', '會議室', '閱覽室', '游泳池', '健身房', '親子遊戲區', 'KTV', '俱樂部', '瑜伽教室', '兒童遊戲區']",,,
11466,百水硯,,,新北市林口區文化三路一段447巷55號,94,地上15層,,住宅大樓,,"二房(63.01~108.63坪),三房(51.76~118.06坪),四房(66.9~117.26坪)",見其他登記事項,,0,48.22%,33.83%,,,,4066元/戶/月,RC造,住宅區,,朝東南、朝東北、朝西北,,,,,
28922,安敦新世界,,,新北市林口區文化二路一段20巷1號,,地上14層,,住宅大樓,,"一房(9.05~27.79坪),二房(21.97~44.67坪),三房(26.16~63.39坪),四房(44.67~63.33坪)",住家用,,0,,16.00%,,,,1020元/戶/月,RC造,住宅區,,朝北、朝西、朝東、朝西北、朝西南、朝東北、朝東南,,,,,
104184,亞昕昕上城,,,新北市林口區仁愛二路與民富街口,224,"地上23層,地下5層",,住宅大樓,,"二房(23坪),2+1房(26坪),3+1房(38~43坪)",住商用,,591坪,38.8%,32.48%,1:0.87,,,80元/坪/月,RC造,中心商業區,,朝西北、朝西南、朝東北、朝東南,監造顧問-日本田中純夫,"['接待大廳', '空中花園', '交誼廳', '健身房', '兒童遊戲區', '瑜伽教室', '信箱區', '曬被區']",,A9林口站,
35452,森聯摩天41,,,新北市林口區文化三路一段69號,232,"地上41層,地下3層",,住宅大樓,,"開放格局(110~125坪),店面(42~75坪),辦公室(39~70坪)",住商用,,"3,696坪",40.13%,33~35%,1:2.05,,,100元/坪/月,SC造,第五種住宅區,,朝東南,依現場為主,['無公設'],,機場捷運A9林口站,
29054,森聯首席,,,新北市林口區文化三路二段211巷151號,155,地上15層,,住宅大樓,,"一房(51.43坪),二房(65.6~92.25坪),三房(64.84~107.82坪),四房(64.84~143.67坪)",見其他登記事項,,0,41.38%,28~29%,,,,4505元/戶/月,RC造,住宅區,,朝東北、朝東南、朝西北、朝北,,"['交誼廳', '信箱區', '接待大廳', '中庭花園']",,,
29082,世界首席/國家首席,,,新北市林口區文化二路二段189號,780,"地上29層,地下4層",,住宅大樓,,"一房(124.96坪),二房(83.84~125.29坪),三房(49.33~125.2坪),四房(83.29~124.99坪),五房(99.24坪)",住家用,,"7,250坪",36.91%,30~30.28%,1:2.05,,,70元/坪/月,RC造,中心商業區,,朝西北、朝西南、朝東北、朝東南,,"['接待大廳', '中庭花園', '空中花園', '交誼廳', '會議室', '閱覽室', '視聽室', '健身房', 'KTV', '信箱區', '曬被區', 'Lounge Bar']",,,
11524,冠德鼎捷,,,新北市林口區八德路236號,228,"地上16層,地下4層",,住宅大樓,,,住家用,,"1,943坪",,37%,1:0.27,,,待定,,,,朝南,,"['接待大廳', '交誼廳', '游泳池', '親子遊戲區', 'SPA', 'KTV', 'Lounge Bar', '圖書館', '棋藝室', 'BBQ空間']",,,
11484,耀東方,,,新北市林口區文化三路一段39巷118號,,地上15層,,住宅大樓,,"二房(37.11~44.53坪),三房(37.11~79.31坪),四房(47.72~85.91坪),五房(91.28坪)",見其他登記事項,,"2,296坪",45.67%,31~32%,,,,60元/戶/月,RC造,住宅區,,朝西、朝西北、朝西南、朝東北、朝東南,,"['接待大廳', '中庭花園', '交誼廳', '閱覽室', '游泳池', '健身房', '信箱區', '兒童遊戲區']",,,
35160,親愛的HOUSE,,,新北市林口區文化二路一段541號,117,"地上23層,地下4層",,住宅大樓,,"三房(42.8坪),1+1房(19.38~19.58坪)",住商用,,315坪,55.71%,32%,1:0.64,,,60元/坪/月,SRC造,中心商業區,,朝北、朝南、朝西、朝東、朝西北、朝西南、朝東北、朝東南,"｜國際建材｜
愛惠普全戶居家淨水+廚下生飲設備
Yale三合一電子密碼鎖

｜尚選廚具｜
SAKURA隱藏式排油煙機、SAKURA二口雙內焰檯面爐（1房為SAKURA電陶爐）、喜特麗烘碗機(C、D4-15F戶採SAKURA上掀式烘碗機)、二用式廚房龍頭、
德國進口BLUM鋁抽鉸鏈

｜頂級衛浴｜
TOTO衛浴設備 龍捲噴射式電子馬桶、恆溫淋浴柱， 樂奇五合一暖風機","['接待大廳', '中庭花園', '空中花園', '交誼廳', '閱覽室', '健身房', '親子遊戲區', '兒童遊戲區', '瑜伽教室', '信箱區', '曬被區']",,機場捷運,
28903,大將座,,,新北市林口區文化二路一段20巷25弄1號,142,地上13層,,住宅大樓,,"一房(7.86~24.08坪),二房(15.72~35.93坪),三房(18.79~55.59坪),四房(38.76~55.59坪)",住家用,,0,,27.23%,,,,2400元/戶/月,RC造,住宅區,,朝東北、朝西北、朝西、朝西南,,,,,
28990,遠雄未來城一期,,,新北市林口區文化三路一段376號,,地上19層,,住宅大樓,,"一房(13~29坪),二房(14.07~57.39坪),三房(30.31~63.93坪),四房(52.23~85.8坪)",住家用,,0,,28~30%,,,,65元/戶/月,SRC造,商業區,,朝西北、朝西南、朝東北、朝東南,,"['接待大廳', '中庭花園', '交誼廳', '會議室', '閱覽室', '視聽室', '游泳池', '健身房', '桌球室', '親子遊戲區', 'SPA', 'KTV', '俱樂部', '瑜伽教室', '信箱區', '兒童遊戲區']",,,
26016,夢想之都,,,新北市林口區文化三路一段555巷2號,,地上14層,,住宅大樓,,"一房(25.22坪),二房(25.22~40.79坪),三房(30.9~61.64坪),四房(35.32~61.76坪)",住家用,,0,42.67%,27~28%,,,,60元/戶/月,RC造,住宅區,,朝北、朝西、朝東、朝西北、朝西南、朝東北、朝東南,,"['接待大廳', '中庭花園', '交誼廳', '會議室', '閱覽室', '游泳池', '健身房', '桌球室', '親子遊戲區', 'SPA', '兒童遊戲區']",,,
5925886,森聯上上謙-森治,,,新北市林口區民權路(力行段338地號),226,"地上15層,地下4層",預售屋,住宅大樓,,"一房(15坪),二房(20~25坪),三房(34~38坪),2+1房(29~30坪)",住商用,,885坪,46.96%,31~32.5%,1:0.77,,,無管理費,RC造,第五種住宅區,,朝西北、朝西南、朝東北、朝東南,RC鋼筋混凝土,"['接待大廳', '會議室', '健身房', '兒童遊戲區', '瑜伽教室', '廚藝教室']",,A9林口站,
29033,遠雄U未來,,,新北市林口區仁愛路二段516號,,地上19層,,住宅大樓,,"一房(29.88~55.51坪),二房(14.94~59.15坪),三房(11.44~84.89坪),四房(51.26~71.82坪),五房(44.24坪)",住家用,,0,50.18%,32~32.71%,,,,60元/戶/月,RC造,商業區,,朝南、朝西北、朝西南、朝東北、朝東南,,"['接待大廳', '中庭花園', '交誼廳', '會議室', '閱覽室', '視聽室', '游泳池', '健身房']",,,
29043,新麗園,,,新北市林口區麗園一街6巷1號,,地上16層,,住宅大樓,,"一房(38.9~53.13坪),二房(50.45~53.22坪),三房(39.91~52.43坪),四房(50.63~50.81坪)",見其他登記事項,,0,,29.43%,,,,1000元/戶/月,RC造,住宅區,,朝東、朝西北、朝西南、朝東南,,,,,
11529,玄泰美,,,新北市林口區民有街82號,122,"地上20層,地下4層",,住宅大樓,,"一房(67~67.13坪),二房(62.16~82.05坪),三房(63.5~93.14坪),四房(63.54~82.05坪)",見其他登記事項,,715坪,51.81%,30~31%,,,,65元/戶/月,RC造,中心商業區,,朝西北、朝東北、朝西、朝西南,,"['接待大廳', '中庭花園', '健身房', '交誼廳']",,,
5886406,侘壹,,,新北市林口區文化一路一段135巷,84,"地上14層,地下2層",預售屋,住宅大樓,,"一房(18.08坪),二房(25.67~25.85坪),三房(32.13坪)",住商用,,647坪,29.27%,34.5%,1:0.73,,,80元/坪/月,RC造,第二種住宅區,,朝東北,Noblessa德國廚具、AXENT免治馬桶、GROHE面盆、GROHE定溫龍頭、不二鋁門窗、Bosch洗碗機、Bosch微波燒烤爐,"['接待大廳', '中庭花園', '空中花園']",,A9林口站,
29019,竹城佐賀,,,新北市林口區文化三路二段41巷35號,165,地上13層,,住宅大樓,,"一房(22.18坪),二房(23.61~36.95坪),三房(31.31~58.69坪),四房(39.53~51.3坪)",住家用,,0,45.39%,27.12%,,,,3283元/戶/月,RC造,住宅區,,朝北、朝東南、朝南、朝西、朝西北,,,,,
26127,竹城埼玉,,,新北市林口區文化北路一段476巷56號,129,地上11層,,住宅大樓,,"一房(28.54~29坪),二房(36.16坪),三房(34.58~51.46坪),四房(33.6~67.21坪)",住家用,,0,43.41%,29.38%,,,,2100元/戶/月,RC造,商業區,,朝西南、朝西北、朝東北,,,,,
28956,巴黎香頌,,,新北市林口區文化三路一段225巷225巷10號,167,地上13層,,住宅大樓,,"二房(27.15~36.57坪),三房(29.8~58.16坪),四房(41.82~58.77坪)",住家用,,0,37.09%,30.26%,,,,2388元/戶/月,RC造,住宅區,,朝西南、朝東南、朝東、朝東北、朝西北、朝南,,,,,
26398,禾林A9棧,,,新北市林口區惠民街30巷21-29號,44,"地上10層,地下3層",,住宅大樓,,"一房(19.29~62.81坪),二房(12.06~50.39坪),三房(19.29~49.86坪)",住家用,,364坪,32.25%,34%,1:1.32,,,140元/坪/月,,第二種住宅區,,朝北、朝南,RC鋼筋混凝土,"['接待大廳', '中庭花園', '健身房', '信箱區']",,捷運A9林口站,
28914,台北麗都A區,,,新北市林口區文化二路一段100號,330,地上14層,,住宅大樓,,"二房(33.09~43坪),三房(29.13~47.77坪),四房(40.02~47.95坪)",住家用,,0,,14.52%,,,,1600元/戶/月,RC造,住宅區,,朝東南、朝西南、朝東北、朝西北,,,,,
3668421,原昕吾境,,,新北市林口區文化三路二段41巷,99,"地上15層,地下4層",,住宅大樓,,"二房(22~29坪),三房(38坪),3+1房(51坪),店面(39~51坪)",住商用,,569坪,35.59%,32.5%,1:1.09,,,80元/坪/月,RC造,第五種住宅區,,朝西南、朝東北,Clean up廚具、INAX衛浴、Blum五金(廚)、SPC石塑地板,"['接待大廳', '中庭花園', '交誼廳', '健身房', '廚藝教室', '信箱區', '曬被區', '兒童遊戲區']",,機捷A9林口站,
29011,景秀88,,,新北市林口區文化二路二段88巷6號,88,地上12層,,住宅大樓,,"二房(27.77~49.95坪),三房(32.52~60.22坪),四房(50.21~72.38坪)",住家用,,555坪,45.84%,29~30%,,,,80元/戶/月,RC造,住宅區,,朝東北、朝西南、朝東南,,"['接待大廳', '中庭花園', '健身房', '閱覽室', '信箱區', '交誼廳', '兒童遊戲區']",,,
11525,築禾樂,,,新北市林口區中北一街79號,123,"地上10層,地下2層",,住宅大樓,,四房(41~47坪),住家用,,"1,298坪",33.54%,31.76%,1:1,,,3095元/坪/月,RC造,第二種住宅區,,朝東,RC鋼筋混凝土,"['接待大廳', '中庭花園', '交誼廳', '會議室', '閱覽室', '健身房', '兒童遊戲區', '廚藝教室', '信箱區', '撞球間']",,機場捷運A9林口站,
5903921,璽來登日朗,,,新北市林口區民權路與文化三路二段41巷,183,"地上17層,地下5層",預售屋,住宅大樓,,"二房(19~26坪),三房(31~35坪),四房(39~45坪)",住商用,,774坪,40.47%,34.8%,1:1.01,,,75元/坪/月,RC造,第五種住宅區,,朝西北、朝東南,櫻花廚具、TOTO衛浴、GROHE五金,"['接待大廳', '中庭花園', '交誼廳', '會議室', '親子遊戲區']",,A9林口站,
26344,櫻花新天地,,,新北市林口區中北一街17巷7號,65,"地上7層,地下2層",,華廈,,"二房(26.1~37.45坪),三房(28.58~48.21坪),四房(46.06坪)",見其他登記事項,,0,47.81%,ˇ32~33%,,,,2907元/戶/月,RC造,第二種住宅區,,朝西南、朝西北,,"['接待大廳', '會議室', '交誼廳', '中庭花園']",,,
26334,丞石淳,,,新北市林口區文化北路一段526巷13號,36,"地上10層,地下2層",,華廈,,"二房(29.72~40.69坪),三房(40.69坪),四房(52.21~62.66坪)",住家用,,420坪,33.2%,30~31%,1:1.47,,,80元/戶/月,RC造,第二種住宅區,,朝東南,,"['接待大廳', '中庭花園', '健身房']",,,
26111,文化三星,,,新北市林口區文化三路一段555巷88號,132,地上12層,,住宅大樓,,"三房(41.27~71.32坪),四房(42.15~57.01坪),五房(47.84坪)",住家用,,0,38.68%,26~27%,,,,50元/戶/月,RC造,住宅區,,朝東北、朝西北、朝東南,,"['接待大廳', '中庭花園', '閱覽室', '視聽室', '會議室', '交誼廳', '兒童遊戲區', '信箱區', '健身房', '親子遊戲區']",,,
5868829,潤鴻日麗,,,新北市林口區文化二路二段及信義路交叉口,187,"地上23層,地下5層",預售屋,住宅大樓,,"二房(17~27坪),三房(35~38坪)",住商用,,827坪,47.81%,34%,1:1.01,,,無管理費,RC造,第五種住宅區,,朝南,廚具：日本Clean up，衛浴：日本INAX，五金：德國GROHE龍頭，其他：義大利敵鋭裝甲玄關門。,"['接待大廳', '中庭花園', '空中花園', '交誼廳', '會議室', '閱覽室', '視聽室', '健身房', '廚藝教室', '信箱區', 'Lounge Bar']",,機場捷運A9林口,
5859671,立軒天頤,,,新北市林口區仁愛二路,91,"地上15層,地下4層",,住宅大樓,,"二房(21~27坪),三房(37坪),店面(28~45坪)",住商用,,488坪,49.35%,34.5%,1:1.02,,,70元/坪/月,RC造,第五種住宅區,,朝西北、朝西南、朝東南,櫻花三機廚具、TOTO衛浴,"['接待大廳', '信箱區']",,機捷A9林口站,
26097,新潤藏峰,,,新北市林口區民權路102號,88,地上13層,,住宅大樓,,"一房(44.59坪),二房(49.97坪),三房(37.9~64.77坪),四房(49.97~60.39坪)",住家用,,0,40.54%,31~32%,,,,65元/戶/月,RC造,住宅區,,朝西北,,"['接待大廳', '健身房', '信箱區', '交誼廳']",,,
35297,陽光社區,,,新北市林口區文化一路一段122號,,地上14層,,住宅大樓,,"二房(34.36~35.7坪),三房(11.9~35.81坪),四房(34.42~35.81坪)",見其他登記事項,,0,,11.9%,,,,700元/戶/月,RC造,住宅區,,朝南、朝東、朝西北、朝東北、朝東南,,,,,
